Category,Country,Customer ID,Order Date,Order ID,Payment Method,Product ID,Return Status,Review Rating,Shipping Method,Discount,Price,Profit,Quantity,Returned Quantity,Shipping Cost,Total Sales
Home,France,5940,09/08/23 0:00,ORDER07892,PayPal,834,No,3,Standard,32.00%,$53.5,$75,9,3,$20.4,$0K
Home,France,9367,09/01/23 0:00,ORDER08602,PayPal,748,No,3,Standard,20.00%,$307.9,$106,2,4,$43.0,$0K
Home,France,4896,12/14/2023 12:00:00 AM,ORDER07088,PayPal,703,No,3,Standard,17.00%,$483.3,$206,5,4,$32.2,$2K
Home,France,4369,4/27/2023 12:00:00 AM,ORDER05533,PayPal,81,No,4,Standard,37.00%,$66.5,$33,4,1,$39.6,$0K
Home,France,7507,3/27/2023 12:00:00 AM,ORDER06461,PayPal,128,No,4,Standard,25.00%,$431.0,$166,5,4,$23.5,$2K
Home,France,6706,06/12/23 0:00,ORDER02926,PayPal,733,No,5,Standard,13.00%,$783.3,"$1,271",7,3,$23.4,$5K
Home,France,3224,4/22/2023 12:00:00 AM,ORDER06062,PayPal,835,No,5,Standard,31.00%,$130.3,$18,1,4,$36.7,$0K
Home,France,6843,4/13/2023 12:00:00 AM,ORDER04227,PayPal,64,No,5,Standard,27.00%,$313.4,$52,1,5,$10.6,$0K
Home,France,3125,12/16/2023 12:00:00 AM,ORDER04128,PayPal,711,No,5,Standard,11.00%,$570.0,$864,9,5,$32.3,$5K
Home,Germany,7982,01/04/23 0:00,ORDER02983,PayPal,37,No,1,Standard,17.00%,$437.7,$75,2,0,$10.3,$1K
Home,Germany,4295,5/14/2023 12:00:00 AM,ORDER09127,PayPal,324,No,1,Standard,33.00%,$146.2,$26,1,2,$4.8,$0K
Home,Germany,2615,8/24/2023 12:00:00 AM,ORDER04781,PayPal,160,No,1,Standard,31.00%,$928.3,"$1,694",10,3,$26.1,$6K
Home,Germany,3014,6/16/2023 12:00:00 AM,ORDER07843,PayPal,90,No,2,Standard,39.00%,$607.0,$510,5,3,$35.5,$2K
Home,Germany,4547,6/26/2023 12:00:00 AM,ORDER09408,PayPal,801,No,2,Standard,26.00%,$462.3,$87,1,4,$12.5,$0K
Home,Germany,5906,10/13/2023 12:00:00 AM,ORDER08035,PayPal,827,No,2,Standard,27.00%,$472.8,$712,10,4,$44.3,$3K
Home,Germany,8409,09/08/23 0:00,ORDER07957,PayPal,561,No,2,Standard,20.00%,$445.3,$98,2,5,$11.2,$1K
Home,Germany,8487,5/24/2023 12:00:00 AM,ORDER07200,PayPal,363,No,2,Standard,20.00%,$574.5,$808,9,5,$10.3,$4K
Home,Germany,8950,3/17/2023 12:00:00 AM,ORDER06002,PayPal,817,No,3,Standard,9.00%,$596.5,"$1,126",9,2,$6.4,$5K
Home,Germany,9853,8/13/2023 12:00:00 AM,ORDER08696,PayPal,418,No,3,Standard,30.00%,$801.1,$729,6,3,$7.4,$3K
Home,Germany,5811,10/13/2023 12:00:00 AM,ORDER02445,PayPal,204,No,3,Standard,30.00%,$23.4,$8,3,4,$30.6,$0K
Home,Germany,1189,1/20/2023 12:00:00 AM,ORDER02206,PayPal,65,No,3,Standard,19.00%,$594.0,"$1,434",10,4,$6.0,$5K
Home,Germany,2833,09/09/23 0:00,ORDER01431,PayPal,750,No,4,Standard,33.00%,$747.2,$777,7,0,$15.9,$4K
Home,Germany,2975,06/12/23 0:00,ORDER08023,PayPal,958,No,4,Standard,24.00%,$57.6,$53,5,2,$26.4,$0K
Home,Germany,2254,11/16/2023 12:00:00 AM,ORDER05344,PayPal,653,No,4,Standard,32.00%,$428.0,$235,5,4,$25.0,$1K
Home,Germany,8512,5/20/2023 12:00:00 AM,ORDER09025,PayPal,325,No,5,Standard,14.00%,$451.2,$65,1,5,$45.3,$0K
Home,Germany,5651,10/14/2023 12:00:00 AM,ORDER03027,PayPal,432,No,5,Standard,12.00%,$112.7,$214,10,5,$46.2,$1K
Home,UK,9643,4/16/2023 12:00:00 AM,ORDER07839,PayPal,891,No,1,Standard,30.00%,$956.0,"$1,309",7,0,$17.9,$5K
Home,UK,8894,1/27/2023 12:00:00 AM,ORDER02070,PayPal,805,No,1,Standard,27.00%,$61.9,$56,7,4,$39.6,$0K
Home,UK,8396,01/01/23 0:00,ORDER07479,PayPal,553,No,1,Standard,8.00%,$716.1,$881,5,5,$23.1,$3K
Home,UK,6891,5/14/2023 12:00:00 AM,ORDER08833,PayPal,696,No,2,Standard,12.00%,$715.4,"$1,100",10,0,$49.5,$6K
Home,UK,7774,02/02/23 0:00,ORDER07250,PayPal,967,No,2,Standard,16.00%,$939.6,"$2,078",10,0,$47.5,$8K
Home,UK,6632,8/15/2023 12:00:00 AM,ORDER06756,PayPal,431,No,2,Standard,34.00%,$229.3,$193,6,4,$47.9,$1K
Home,UK,7862,10/21/2023 12:00:00 AM,ORDER06249,PayPal,797,No,2,Standard,16.00%,$805.3,$426,4,5,$5.0,$3K
Home,UK,5670,10/08/23 0:00,ORDER09289,PayPal,116,No,3,Standard,10.00%,$981.7,$180,2,1,$35.0,$2K
Home,UK,6398,06/01/23 0:00,ORDER09178,PayPal,588,No,3,Standard,21.00%,$643.3,$629,5,1,$37.2,$3K
Home,UK,3295,1/23/2023 12:00:00 AM,ORDER04160,PayPal,948,No,3,Standard,40.00%,$229.9,$40,2,3,$34.7,$0K
Home,UK,2887,09/08/23 0:00,ORDER04080,PayPal,712,No,3,Standard,15.00%,$524.1,$759,9,3,$48.0,$4K
Home,UK,3949,8/14/2023 12:00:00 AM,ORDER03462,PayPal,828,No,4,Standard,5.00%,$519.0,$309,5,1,$40.7,$2K
Home,UK,3326,07/07/23 0:00,ORDER03047,PayPal,478,No,4,Standard,12.00%,$106.9,$92,5,2,$25.2,$0K
Home,UK,8444,04/10/23 0:00,ORDER05869,PayPal,529,No,4,Standard,26.00%,$657.1,$205,2,4,$34.8,$1K
Home,UK,2637,08/07/23 0:00,ORDER01432,PayPal,419,No,4,Standard,15.00%,$884.5,$357,3,5,$21.9,$2K
Home,UK,9646,9/17/2023 12:00:00 AM,ORDER09771,PayPal,545,No,4,Standard,37.00%,$43.2,$46,7,5,$28.0,$0K
Home,UK,5575,03/08/23 0:00,ORDER07188,PayPal,231,No,5,Standard,37.00%,$21.3,$16,4,2,$21.6,$0K
Home,UK,2067,5/27/2023 12:00:00 AM,ORDER03553,PayPal,856,No,5,Standard,20.00%,$106.7,$121,9,5,$4.0,$1K
Home,USA,9684,10/12/23 0:00,ORDER01448,PayPal,920,No,1,Standard,29.00%,$775.7,"$1,242",9,0,$14.1,$5K
Home,USA,3865,02/09/23 0:00,ORDER06735,PayPal,698,No,1,Standard,15.00%,$868.1,$583,3,1,$5.4,$2K
Home,USA,5568,3/20/2023 12:00:00 AM,ORDER02037,PayPal,841,No,1,Standard,27.00%,$530.0,$105,1,4,$22.2,$0K
Home,USA,7808,02/10/23 0:00,ORDER04383,PayPal,875,No,1,Standard,19.00%,$476.6,$307,4,4,$17.5,$2K
Home,USA,1608,11/17/2023 12:00:00 AM,ORDER08032,PayPal,330,No,1,Standard,30.00%,$340.2,$62,2,5,$24.9,$0K
Home,USA,6649,3/18/2023 12:00:00 AM,ORDER07959,PayPal,765,No,2,Standard,34.00%,$71.6,$63,9,0,$50.0,$0K
Home,USA,3507,05/03/23 0:00,ORDER04003,PayPal,128,No,2,Standard,20.00%,$540.9,$284,3,2,$35.3,$1K
Home,USA,3573,4/23/2023 12:00:00 AM,ORDER08014,PayPal,570,No,3,Standard,31.00%,$831.2,$934,8,0,$4.9,$5K
Home,USA,1603,9/16/2023 12:00:00 AM,ORDER07117,PayPal,353,No,3,Standard,12.00%,$328.8,$131,2,1,$10.6,$1K
Home,USA,2614,9/28/2023 12:00:00 AM,ORDER07203,PayPal,993,No,3,Standard,25.00%,$973.0,$312,3,4,$17.3,$2K
Home,USA,8770,12/27/2023 12:00:00 AM,ORDER04591,PayPal,924,No,4,Standard,35.00%,$546.2,$659,8,0,$41.9,$3K
Home,USA,4685,7/17/2023 12:00:00 AM,ORDER07204,PayPal,133,No,4,Standard,14.00%,$752.1,$719,6,5,$18.4,$4K
Home,USA,3467,10/22/2023 12:00:00 AM,ORDER08186,PayPal,554,No,5,Standard,35.00%,$796.3,$958,7,1,$25.2,$4K
Home,USA,6991,05/01/23 0:00,ORDER09045,PayPal,613,No,5,Standard,39.00%,$414.7,$70,1,3,$10.0,$0K
Home,USA,3045,6/18/2023 12:00:00 AM,ORDER03735,PayPal,680,No,5,Standard,30.00%,$932.6,$496,5,5,$38.4,$3K
Home,USA,5813,12/22/2023 12:00:00 AM,ORDER05582,PayPal,768,No,5,Standard,20.00%,$822.1,"$1,379",9,5,$43.5,$6K
Sports,Canada,2946,8/26/2023 12:00:00 AM,ORDER09481,PayPal,86,No,1,Standard,22.00%,$584.0,$851,9,1,$6.7,$4K
Sports,Canada,2156,10/25/2023 12:00:00 AM,ORDER08956,PayPal,539,No,1,Standard,22.00%,$304.2,$198,3,4,$31.4,$1K
Sports,Canada,9632,08/11/23 0:00,ORDER03059,PayPal,456,No,2,Standard,6.00%,$893.1,$970,8,1,$43.5,$7K
Sports,Canada,8245,1/18/2023 12:00:00 AM,ORDER02085,PayPal,988,No,2,Standard,34.00%,$376.9,$269,4,2,$47.5,$1K
Sports,Canada,8766,3/21/2023 12:00:00 AM,ORDER02182,PayPal,322,No,2,Standard,8.00%,$130.0,$172,7,2,$16.0,$1K
Sports,Canada,3782,11/07/23 0:00,ORDER09461,PayPal,498,No,2,Standard,29.00%,$976.1,$694,9,2,$19.2,$6K
Sports,Canada,4892,7/19/2023 12:00:00 AM,ORDER09964,PayPal,504,No,2,Standard,38.00%,$907.7,"$1,203",9,2,$44.3,$5K
Sports,Canada,6478,9/25/2023 12:00:00 AM,ORDER04449,PayPal,450,No,2,Standard,28.00%,$514.7,$86,1,3,$33.0,$0K
Sports,Canada,6021,06/11/23 0:00,ORDER01190,PayPal,532,No,2,Standard,33.00%,$707.6,$77,1,4,$20.0,$0K
Sports,Canada,7018,6/15/2023 12:00:00 AM,ORDER01237,PayPal,464,No,2,Standard,22.00%,$302.1,$299,6,4,$9.5,$1K
Sports,Canada,7758,12/13/2023 12:00:00 AM,ORDER02558,PayPal,29,No,3,Standard,22.00%,$362.9,$71,1,2,$17.3,$0K
Sports,Canada,4555,09/05/23 0:00,ORDER02770,PayPal,301,No,3,Standard,28.00%,$147.2,$24,1,2,$11.3,$0K
Sports,Canada,4391,8/27/2023 12:00:00 AM,ORDER01702,PayPal,242,No,3,Standard,39.00%,$451.3,$470,6,4,$39.9,$2K
Sports,Canada,4796,08/12/23 0:00,ORDER02468,PayPal,316,No,4,Standard,25.00%,$986.3,"$1,492",10,1,$34.4,$7K
Sports,Canada,7883,9/14/2023 12:00:00 AM,ORDER06757,PayPal,812,No,4,Standard,26.00%,$210.1,$56,2,3,$6.7,$0K
Sports,Canada,4894,12/19/2023 12:00:00 AM,ORDER07702,PayPal,416,No,5,Standard,36.00%,$607.4,$527,9,0,$38.0,$3K
Sports,Canada,5489,12/16/2023 12:00:00 AM,ORDER01053,PayPal,526,No,5,Standard,17.00%,$19.6,$8,2,1,$36.3,$0K
Sports,Canada,8061,7/19/2023 12:00:00 AM,ORDER01200,PayPal,251,No,5,Standard,17.00%,$211.2,$233,8,4,$36.5,$1K
Sports,France,9427,4/14/2023 12:00:00 AM,ORDER07624,PayPal,240,No,1,Standard,19.00%,$265.3,$176,3,1,$16.6,$1K
Sports,France,4277,01/08/23 0:00,ORDER08548,PayPal,821,No,1,Standard,12.00%,$537.7,$367,7,2,$43.1,$3K
Sports,France,6912,05/07/23 0:00,ORDER06730,PayPal,694,No,1,Standard,13.00%,$477.7,$548,8,2,$4.0,$3K
Sports,France,1247,05/02/23 0:00,ORDER04413,PayPal,789,No,1,Standard,9.00%,$459.2,$207,2,5,$34.8,$1K
Sports,France,1175,6/26/2023 12:00:00 AM,ORDER05310,PayPal,467,No,2,Standard,9.00%,$601.1,$275,4,0,$45.3,$2K
Sports,France,9142,04/10/23 0:00,ORDER01376,PayPal,186,No,2,Standard,32.00%,$881.9,$887,8,1,$16.8,$5K
Sports,France,2605,11/01/23 0:00,ORDER01807,PayPal,365,No,3,Standard,18.00%,$647.5,$994,8,1,$26.9,$4K
Sports,France,3619,10/22/2023 12:00:00 AM,ORDER08554,PayPal,69,No,3,Standard,35.00%,$656.3,"$1,121",9,1,$42.6,$4K
Sports,France,5509,12/08/23 0:00,ORDER03890,PayPal,925,No,3,Standard,16.00%,$841.8,$401,2,5,$44.6,$1K
Sports,France,5776,03/07/23 0:00,ORDER03449,PayPal,361,No,3,Standard,11.00%,$518.6,"$1,205",9,5,$36.4,$4K
Sports,France,1594,09/05/23 0:00,ORDER01754,PayPal,158,No,4,Standard,6.00%,$625.2,$427,4,0,$33.0,$2K
Sports,France,9996,07/01/23 0:00,ORDER04536,PayPal,519,No,4,Standard,34.00%,$183.7,$21,1,2,$29.5,$0K
Sports,France,8493,8/27/2023 12:00:00 AM,ORDER08048,PayPal,432,No,4,Standard,12.00%,$329.2,$164,2,4,$49.3,$1K
Sports,France,4813,08/08/23 0:00,ORDER09302,PayPal,932,No,4,Standard,32.00%,$463.5,$718,10,4,$11.4,$3K
Sports,France,8927,3/28/2023 12:00:00 AM,ORDER09108,PayPal,581,No,4,Standard,32.00%,$427.8,$247,5,5,$24.7,$1K
Sports,France,3440,11/03/23 0:00,ORDER09104,PayPal,278,No,4,Standard,22.00%,$354.2,$512,10,5,$43.1,$3K
Sports,France,5155,7/21/2023 12:00:00 AM,ORDER04179,PayPal,988,No,5,Standard,30.00%,$988.9,$996,9,1,$12.9,$6K
Sports,France,6578,02/06/23 0:00,ORDER07748,PayPal,373,No,5,Standard,19.00%,$97.2,$18,2,2,$41.9,$0K
Sports,France,8608,8/19/2023 12:00:00 AM,ORDER02349,PayPal,93,No,5,Standard,9.00%,$124.6,$77,5,2,$37.6,$1K
Sports,Germany,9543,7/14/2023 12:00:00 AM,ORDER03399,PayPal,999,No,1,Standard,21.00%,$341.9,$257,4,0,$40.9,$1K
Sports,Germany,4890,03/07/23 0:00,ORDER07833,PayPal,190,No,1,Standard,31.00%,$374.5,$395,7,0,$8.0,$2K
Sports,Germany,1715,11/04/23 0:00,ORDER08116,PayPal,831,No,1,Standard,6.00%,$707.4,$415,4,1,$15.0,$3K
Sports,Germany,9848,05/02/23 0:00,ORDER06070,PayPal,906,No,1,Standard,27.00%,$543.9,$411,9,5,$13.5,$4K
Sports,Germany,2277,10/09/23 0:00,ORDER03938,PayPal,739,No,2,Standard,20.00%,$35.5,$20,5,0,$15.2,$0K
Sports,Germany,7094,12/14/2023 12:00:00 AM,ORDER05850,PayPal,701,No,2,Standard,27.00%,$245.8,$350,7,1,$11.3,$1K
Sports,Germany,5201,11/10/23 0:00,ORDER06005,PayPal,562,No,2,Standard,24.00%,$892.9,$260,2,2,$33.1,$1K
Sports,Germany,7187,3/28/2023 12:00:00 AM,ORDER09387,PayPal,580,No,3,Standard,20.00%,$589.9,$121,1,1,$6.0,$0K
Sports,Germany,9570,06/10/23 0:00,ORDER08170,PayPal,428,No,3,Standard,22.00%,$597.3,$460,6,2,$40.6,$3K
Sports,Germany,2686,07/04/23 0:00,ORDER06951,PayPal,815,No,3,Standard,19.00%,$193.9,$234,7,5,$48.1,$1K
Sports,Germany,3041,02/06/23 0:00,ORDER01732,PayPal,258,No,4,Standard,23.00%,$874.7,$330,2,0,$20.3,$1K
Sports,Germany,6460,03/09/23 0:00,ORDER04240,PayPal,74,No,4,Standard,9.00%,$319.3,$299,8,0,$47.4,$2K
Sports,Germany,4090,03/06/23 0:00,ORDER07235,PayPal,158,No,4,Standard,29.00%,$762.0,$111,1,3,$6.5,$1K
Sports,Germany,4762,2/26/2023 12:00:00 AM,ORDER04693,PayPal,534,No,4,Standard,25.00%,$431.9,$108,3,5,$38.3,$1K
Sports,Germany,2443,08/12/23 0:00,ORDER04889,PayPal,282,No,5,Standard,39.00%,$338.0,$186,7,4,$44.7,$1K
Sports,UK,2997,10/02/23 0:00,ORDER09678,PayPal,302,No,2,Standard,32.00%,$388.9,$200,3,0,$21.0,$1K
Sports,UK,7973,09/03/23 0:00,ORDER09546,PayPal,661,No,2,Standard,31.00%,$759.9,$593,9,0,$43.3,$5K
Sports,UK,6041,04/08/23 0:00,ORDER03883,PayPal,204,No,2,Standard,8.00%,$994.7,$931,4,1,$30.0,$4K
Sports,UK,4744,4/24/2023 12:00:00 AM,ORDER04599,PayPal,380,No,2,Standard,22.00%,$735.9,$410,4,4,$12.5,$2K
Sports,UK,1079,5/24/2023 12:00:00 AM,ORDER04826,PayPal,760,No,3,Standard,12.00%,$301.7,$73,1,0,$42.2,$0K
Sports,UK,7777,11/19/2023 12:00:00 AM,ORDER04559,PayPal,403,No,3,Standard,30.00%,$954.5,$120,1,0,$36.7,$1K
Sports,UK,7599,07/11/23 0:00,ORDER07876,PayPal,67,No,4,Standard,39.00%,$847.5,$126,2,0,$47.4,$1K
Sports,UK,9515,12/22/2023 12:00:00 AM,ORDER03118,PayPal,102,No,4,Standard,26.00%,$903.6,$764,4,0,$23.3,$3K
Sports,UK,8968,07/05/23 0:00,ORDER09667,PayPal,101,No,4,Standard,6.00%,$357.9,$489,6,0,$35.3,$2K
Sports,UK,2481,09/05/23 0:00,ORDER05464,PayPal,564,No,4,Standard,10.00%,$276.8,$111,4,2,$33.6,$1K
Sports,UK,3159,3/17/2023 12:00:00 AM,ORDER02551,PayPal,849,No,4,Standard,34.00%,$314.0,$297,9,3,$26.6,$2K
Sports,UK,2897,6/26/2023 12:00:00 AM,ORDER05355,PayPal,910,No,4,Standard,15.00%,$701.8,$765,7,5,$7.4,$4K
Sports,UK,8760,8/21/2023 12:00:00 AM,ORDER06754,PayPal,39,No,5,Standard,40.00%,$967.5,$577,5,0,$30.3,$3K
Sports,UK,7517,04/09/23 0:00,ORDER03465,PayPal,439,No,5,Standard,24.00%,$33.7,$43,6,2,$17.5,$0K
Sports,UK,5344,05/08/23 0:00,ORDER09465,PayPal,342,No,5,Standard,25.00%,$558.0,$236,4,3,$42.8,$2K
Sports,USA,2198,09/02/23 0:00,ORDER09087,PayPal,608,No,1,Standard,14.00%,$287.8,$372,7,2,$30.1,$2K
Sports,USA,3271,9/19/2023 12:00:00 AM,ORDER09639,PayPal,942,No,1,Standard,30.00%,$310.1,$241,10,3,$33.4,$2K
Sports,USA,1293,10/21/2023 12:00:00 AM,ORDER03804,PayPal,138,No,1,Standard,9.00%,$934.3,$839,6,5,$46.7,$5K
Sports,USA,3608,4/25/2023 12:00:00 AM,ORDER01014,PayPal,152,No,2,Standard,11.00%,$638.2,"$1,417",9,1,$43.5,$5K
Sports,USA,3701,2/22/2023 12:00:00 AM,ORDER03123,PayPal,187,No,2,Standard,28.00%,$579.5,$755,10,5,$8.9,$4K
Sports,USA,8905,02/10/23 0:00,ORDER02418,PayPal,782,No,3,Standard,24.00%,$636.8,$965,8,1,$31.8,$4K
Sports,USA,2393,12/01/23 0:00,ORDER05312,PayPal,976,No,3,Standard,24.00%,$198.0,$74,3,4,$49.3,$0K
Sports,USA,5123,3/22/2023 12:00:00 AM,ORDER07525,PayPal,530,No,3,Standard,27.00%,$739.5,$118,1,5,$35.1,$1K
Sports,USA,6730,7/18/2023 12:00:00 AM,ORDER04987,PayPal,923,No,3,Standard,33.00%,$747.4,$569,9,5,$45.7,$5K
Sports,USA,4366,11/23/2023 12:00:00 AM,ORDER09026,PayPal,144,No,4,Standard,26.00%,$231.4,$336,9,0,$23.0,$2K
Sports,USA,1294,7/15/2023 12:00:00 AM,ORDER05848,PayPal,853,No,4,Standard,27.00%,$434.7,$517,8,1,$46.6,$3K
Sports,USA,2105,10/28/2023 12:00:00 AM,ORDER08268,PayPal,310,No,4,Standard,38.00%,$574.1,$336,6,2,$2.9,$2K
Sports,USA,5768,9/24/2023 12:00:00 AM,ORDER07930,PayPal,7,No,5,Standard,16.00%,$979.3,$432,3,2,$39.0,$2K
Sports,USA,1247,11/02/23 0:00,ORDER03167,PayPal,529,No,5,Standard,34.00%,$534.8,$690,7,5,$10.7,$2K
Books,Canada,4381,06/11/23 0:00,ORDER08858,Bank Transfer,509,Yes,1,Express,32.00%,$107.0,$157,10,0,$13.6,$1K
Books,Canada,8517,7/18/2023 12:00:00 AM,ORDER09769,Bank Transfer,292,Yes,1,Express,21.00%,$870.3,$377,2,3,$39.3,$1K
Books,Canada,9504,06/10/23 0:00,ORDER09303,Bank Transfer,645,Yes,2,Express,31.00%,$665.5,$119,1,0,$4.5,$0K
Books,Canada,4535,5/19/2023 12:00:00 AM,ORDER09337,Bank Transfer,606,Yes,2,Express,36.00%,$741.4,$345,3,2,$28.2,$1K
Books,Canada,5943,2/24/2023 12:00:00 AM,ORDER05882,Bank Transfer,338,Yes,2,Express,28.00%,$742.3,"$1,085",10,3,$49.1,$5K
Books,Canada,5259,10/01/23 0:00,ORDER08605,Bank Transfer,418,Yes,2,Express,37.00%,$187.1,$212,9,4,$45.9,$1K
Books,Canada,9009,7/16/2023 12:00:00 AM,ORDER02889,Bank Transfer,268,Yes,2,Express,38.00%,$419.7,$53,1,5,$10.6,$0K
Books,Canada,4677,4/16/2023 12:00:00 AM,ORDER01573,Bank Transfer,681,Yes,3,Express,30.00%,$90.9,$91,6,1,$21.1,$0K
Books,Canada,5512,7/21/2023 12:00:00 AM,ORDER01811,Bank Transfer,383,Yes,3,Express,12.00%,$484.9,$908,8,5,$4.2,$3K
Books,Canada,4479,01/11/23 0:00,ORDER09716,Bank Transfer,618,Yes,4,Express,24.00%,$700.6,$637,9,0,$14.3,$5K
Books,Canada,2111,6/27/2023 12:00:00 AM,ORDER06240,Bank Transfer,571,Yes,4,Express,28.00%,$355.9,$290,5,2,$31.9,$1K
Books,Canada,7268,1/16/2023 12:00:00 AM,ORDER03141,Bank Transfer,373,Yes,5,Express,14.00%,$831.2,$75,1,0,$33.5,$1K
Books,Canada,4896,7/25/2023 12:00:00 AM,ORDER01667,Bank Transfer,525,Yes,5,Express,25.00%,$829.8,$293,2,1,$21.8,$1K
Books,Canada,7361,05/06/23 0:00,ORDER03557,Bank Transfer,747,Yes,5,Express,9.00%,$25.8,$27,4,4,$7.7,$0K
Books,Canada,6609,8/21/2023 12:00:00 AM,ORDER07851,Bank Transfer,380,Yes,5,Express,29.00%,$358.2,$463,7,4,$14.9,$2K
Books,France,9227,11/26/2023 12:00:00 AM,ORDER06688,Bank Transfer,850,Yes,1,Express,31.00%,$37.4,$51,7,0,$21.9,$0K
Books,France,4249,11/28/2023 12:00:00 AM,ORDER07536,Bank Transfer,805,Yes,1,Express,38.00%,$407.0,$384,7,0,$7.0,$2K
Books,France,5940,5/27/2023 12:00:00 AM,ORDER07142,Bank Transfer,5,Yes,1,Express,23.00%,$614.2,$382,4,2,$22.2,$2K
Books,France,7568,2/17/2023 12:00:00 AM,ORDER03492,Bank Transfer,757,Yes,1,Express,26.00%,$111.2,$80,4,2,$27.8,$0K
Books,France,4698,6/16/2023 12:00:00 AM,ORDER02142,Bank Transfer,768,Yes,1,Express,19.00%,$374.4,$679,9,3,$28.1,$3K
Books,France,5018,5/28/2023 12:00:00 AM,ORDER09596,Bank Transfer,491,Yes,1,Express,34.00%,$293.9,$441,8,5,$16.6,$2K
Books,France,6082,1/25/2023 12:00:00 AM,ORDER05117,Bank Transfer,322,Yes,2,Express,10.00%,$567.2,$645,6,0,$49.2,$3K
Books,France,4959,2/26/2023 12:00:00 AM,ORDER08711,Bank Transfer,960,Yes,2,Express,36.00%,$88.9,$106,9,3,$33.4,$1K
Books,France,8965,12/10/23 0:00,ORDER04722,Bank Transfer,234,Yes,3,Express,8.00%,$845.4,$412,2,1,$49.3,$2K
Books,France,1936,12/21/2023 12:00:00 AM,ORDER03823,Bank Transfer,545,Yes,3,Express,37.00%,$330.9,$84,2,1,$5.4,$0K
Books,France,9084,9/28/2023 12:00:00 AM,ORDER09043,Bank Transfer,645,Yes,3,Express,33.00%,$501.7,$98,1,2,$21.2,$0K
Books,France,2374,11/09/23 0:00,ORDER03593,Bank Transfer,1,Yes,3,Express,23.00%,$272.2,$136,5,2,$9.0,$1K
Books,France,8096,08/05/23 0:00,ORDER07232,Bank Transfer,311,Yes,4,Express,22.00%,$995.0,"$1,279",6,5,$13.6,$5K
Books,France,6223,03/05/23 0:00,ORDER08340,Bank Transfer,925,Yes,4,Express,29.00%,$622.4,$508,9,5,$10.7,$4K
Books,France,6041,9/27/2023 12:00:00 AM,ORDER01721,Bank Transfer,461,Yes,5,Express,35.00%,$916.0,"$1,083",9,1,$5.5,$5K
Books,France,1248,1/24/2023 12:00:00 AM,ORDER06521,Bank Transfer,648,Yes,5,Express,24.00%,$314.3,$323,5,3,$47.0,$1K
Books,France,3129,10/19/2023 12:00:00 AM,ORDER01283,Bank Transfer,946,Yes,5,Express,19.00%,$800.1,"$1,206",7,3,$31.3,$5K
Books,France,3781,9/14/2023 12:00:00 AM,ORDER07886,Bank Transfer,872,Yes,5,Express,32.00%,$134.6,$199,8,4,$30.2,$1K
Books,Germany,3824,5/27/2023 12:00:00 AM,ORDER02450,Bank Transfer,299,Yes,1,Express,39.00%,$453.6,$54,1,4,$42.4,$0K
Books,Germany,1056,5/17/2023 12:00:00 AM,ORDER02752,Bank Transfer,387,Yes,2,Express,12.00%,$968.8,$88,1,1,$45.1,$1K
Books,Germany,7100,11/27/2023 12:00:00 AM,ORDER06473,Bank Transfer,955,Yes,2,Express,34.00%,$467.5,$156,4,2,$24.1,$1K
Books,Germany,1267,08/11/23 0:00,ORDER07695,Bank Transfer,349,Yes,2,Express,25.00%,$134.2,$247,9,3,$5.8,$1K
Books,Germany,8870,1/21/2023 12:00:00 AM,ORDER07987,Bank Transfer,729,Yes,2,Express,8.00%,$453.1,$874,8,4,$8.0,$3K
Books,Germany,1059,4/23/2023 12:00:00 AM,ORDER06526,Bank Transfer,153,Yes,3,Express,16.00%,$117.2,$139,10,1,$24.9,$1K
Books,Germany,7880,10/13/2023 12:00:00 AM,ORDER02885,Bank Transfer,76,Yes,3,Express,21.00%,$776.1,$403,3,2,$39.3,$2K
Books,Germany,1259,7/19/2023 12:00:00 AM,ORDER03023,Bank Transfer,283,Yes,3,Express,35.00%,$191.2,$62,5,4,$13.2,$1K
Books,Germany,7510,12/07/23 0:00,ORDER06262,Bank Transfer,806,Yes,4,Express,24.00%,$599.8,$435,5,1,$40.3,$2K
Books,Germany,4875,04/06/23 0:00,ORDER04378,Bank Transfer,697,Yes,4,Express,30.00%,$778.5,$157,1,2,$20.3,$1K
Books,Germany,5437,5/25/2023 12:00:00 AM,ORDER06268,Bank Transfer,911,Yes,4,Express,18.00%,$207.6,$29,1,5,$12.9,$0K
Books,Germany,2693,1/16/2023 12:00:00 AM,ORDER06379,Bank Transfer,343,Yes,5,Express,8.00%,$963.0,$848,7,0,$25.7,$6K
Books,Germany,8030,6/13/2023 12:00:00 AM,ORDER02638,Bank Transfer,271,Yes,5,Express,35.00%,$289.8,$19,1,2,$12.4,$0K
Books,Germany,2485,06/08/23 0:00,ORDER07597,Bank Transfer,944,Yes,5,Express,32.00%,$694.3,$540,8,3,$41.0,$4K
Books,Germany,6450,10/13/2023 12:00:00 AM,ORDER01080,Bank Transfer,606,Yes,5,Express,9.00%,$470.5,$336,3,5,$17.1,$1K
Books,Germany,9668,08/02/23 0:00,ORDER05660,Bank Transfer,855,Yes,5,Express,29.00%,$796.8,$444,3,5,$24.2,$2K
Books,UK,9716,12/27/2023 12:00:00 AM,ORDER01771,Bank Transfer,707,Yes,1,Express,21.00%,$566.4,$60,1,2,$13.6,$0K
